"famhx_ss_fath_prob_alc_p","famhx_ss_moth_prob_alc_p","famhx_ss_fath_prob_dg_p","famhx_ss_moth_prob_dg_p","asr_scr_anxdisord_r","asr_scr_somaticpr_r","asr_scr_depress_r","asr_scr_avoidant_r","asr_scr_adhd_r","asr_scr_antisocial_r","asr_scr_inattention_r","asr_scr_hyperactive_r","demo_prnt_ed_v2","demo_comb_income_v2","demo_fam_exp1_v2","demo_fam_exp2_v2","demo_fam_exp3_v2","demo_fam_exp4_v2","demo_fam_exp5_v2","demo_fam_exp6_v2","demo_fam_exp7_v2","crpbi_parent1_y","crpbi_caregiver12_y","crpbi_parent2_y","crpbi_caregiver13_y","crpbi_parent3_y","crpbi_caregiver14_y","crpbi_parent4_y","crpbi_caregiver15_y","crpbi_parent5_y","crpbi_caregiver16_y","fes_youth_q1","fes_youth_q2","fes_youth_q3","fes_youth_q4","fes_youth_q5","fes_youth_q6","fes_youth_q7","fes_youth_q8","fes_youth_q9","fam_enviro1_p","fam_enviro2r_p","fam_enviro3_p","fam_enviro4r_p","fam_enviro5_p","fam_enviro6_p","fam_enviro7r_p","fam_enviro8_p","fam_enviro9r_p","ksads_ptsd_raw_754_p","ksads_ptsd_raw_755_p","ksads_ptsd_raw_756_p","ksads_ptsd_raw_757_p","ksads_ptsd_raw_758_p","ksads_ptsd_raw_759_p","ksads_ptsd_raw_760_p","ksads_ptsd_raw_761_p","ksads_ptsd_raw_762_p","ksads_ptsd_raw_763_p","ksads_ptsd_raw_764_p","ksads_ptsd_raw_765_p","ksads_ptsd_raw_766_p","ksads_ptsd_raw_767_p","ksads_ptsd_raw_768_p","ksads_ptsd_raw_769_p","ksads_ptsd_raw_770_p","parent_monitor_q1_y","parent_monitor_q2_y","parent_monitor_q3_y","parent_monitor_q4_y","parent_monitor_q5_y","nsc_p_ss_mean_3_items","neighborhood_crime_y","reshist_addr1_adi_wsum","demo_prim_biosep","demo_parent_sep"
1,0.52132538785872,0.664099434807748,0.399713712836523,0.158348508191591,0.140077997228509,0.164133271119374,0.130476072122825,0.166116023645202,0.193237639715726,0.139958627362942,0.159111800970457,0.203424818499768,0.173037534334326,0.228231041646021,0.152428614449622,0.232854477704433,0.108550729622349,0.119987224541118,0.175999076858544,0.166456449349024,0.00756175293946041,0.0234926414618038,-0.00853665132187875,0.0047800808016987,-0.0170488060980224,-0.0121797062086228,0.0115325033775958,0.0375417846388908,0.00171309824434064,0.0500655815247248,0.0514667195673589,0.0718588530230197,-0.0331633641132505,-0.0237573135575734,0.0341999756984456,-0.0454486494020181,-0.0142829548274376,0.0358481800718766,-0.0112052621581448,0.185780662398424,0.0470467107819826,0.12241240243059,0.0869712016388628,0.0943954119137176,0.0708943297588183,0.0428217995370151,0.1097978211897,0.0257458374884686,0.152343953288989,0.115444019538667,0.0671037266528271,0.04599255892059,0.00958702363369507,-0.0497374454761199,0.118055086168814,0.099547438298116,0.0951309844527817,0.258832361138714,0.172857211525597,-0.031975988786894,0.370499479347628,0.125154391923131,0.120896000150177,0.0942021400623448,0.125812397267877,0.0322829710441284,0.00130051972306892,-0.0451005892967814,0.00682437201100052,0.108714404322891,0.103679841221386,0.104322709840359,0.130510474353472,0.210479969721015,0.306139912244288
0.52132538785872,1,0.471256665553294,0.619092207523223,0.140628857893784,0.214365199770101,0.221004483445862,0.113000381163065,0.259319862810234,0.294032336387133,0.19712839117307,0.277764525007867,0.179620771185662,0.172441993333009,0.248104026641109,0.207072121864379,0.255400254106408,-0.0271263013071195,0.161065302163362,0.134116165992921,0.245846099784283,0.0251461860531101,0.00720594886637651,0.00573042483538305,0.0165437612871234,0.00252410338284617,-0.0707301457650904,0.0141850963745455,-0.00780180949391397,0.0579108201581796,0.0572779565865745,0.0680493720999938,0.0707500188435391,0.0179289784893025,0.0101628502156799,0.0837656143069676,-0.00784790949403341,0.0513389607782806,0.0739565561133627,0.042173335312643,0.175228655499248,0.142218297197313,0.125070081564536,0.121469304561751,0.114954218455673,0.12115449777037,0.0917681668969834,0.141262523165991,0.0145086223571074,0.115146115289299,0.11621251680421,0.0531504376950972,0.157977266846301,-0.00504827820745275,0.00715219951192781,0.161083732658188,0.292125872578794,0.162067323655432,0.203839723754178,0.193281570591991,0.162020088667945,0.360419223573401,0.26399337375062,0.233836161157219,0.229482265744481,0.142508336985006,0.0993508697794408,0.0140920605345933,0.0248530080867869,0.0216229524041608,0.105014882910731,0.0973103728274787,0.080905556894729,0.11005850976353,0.454479036245821,0.218682896962423
0.664099434807748,0.471256665553294,1,0.55459875436929,0.192025295942336,0.227870148427573,0.260513382305924,0.215971245496895,0.279114051652478,0.282363042616881,0.240631955248143,0.2598230954887,0.299637425304961,0.292564847692804,0.312678567008258,0.253013815334034,0.304604517545104,0.214490384444465,0.19543703875171,0.199792183946986,0.283746957457345,0.0637402431307615,0.0634754854989814,0.0599192628468339,0.023456398534614,0.00840405547176413,0.0225442210481547,0.0767763862208325,0.0659967664659067,0.032795504646312,0.0394736183674922,0.0941479574693369,0.0896159755584791,0.0948615999987472,0.0309006108986834,0.0781266925566757,-0.0286688427192221,-0.00745882071678034,0.0636559799678545,0.00964502071254361,0.208777587067502,0.0881913194506679,0.184425376184901,0.0960257457671315,0.1189404512317,0.131649977256527,0.0529126740405835,0.0909897309128729,0.0303068706027581,0.150378598219552,0.137842196085972,0.115909146911154,0.131761219978244,-0.0394715299301381,-0.0412995887221395,0.210019213890933,0.0756940699851801,0.105047259978987,0.270777465659279,0.188536118408967,0.0344758644016722,0.448937370284192,0.256232989417063,0.188640567634299,0.0652817511389265,0.194465366019029,0.0110973687377347,0.00830576160280262,-0.00646772879113513,-0.00491915797198647,0.130393732364224,0.172158150286291,0.149084312684686,0.202828566348481,0.377164290130785,0.353345928909218
0.399713712836523,0.619092207523223,0.55459875436929,1,0.130802776889707,0.258791468587689,0.268779811757184,0.189753764510723,0.324300811303315,0.364889562412756,0.253034455268883,0.338413623103455,0.281644380664734,0.232913535687212,0.236188691137197,0.189565389283738,0.216531904812265,0.223975178455779,0.0597911443413846,0.205711478101996,0.114836788302154,0.0282598823196248,-0.00686300008634964,-0.0503848810262137,-0.00883364621766853,0.0453411143660534,-0.019603922651839,0.00639306642763198,0.0439435842018232,0.012930596859404,0.00359693852952215,0.122933224164074,0.107094103103389,0.0705049983456872,0.030191850196329,0.07812558948529,-0.00567187839047878,0.0480926442127839,0.0606505467491376,-0.0125791667682075,0.130339715578427,0.0520839346709711,0.249349481436106,0.0717315549990827,0.12216002613021,0.11504819669783,0.171425655024532,0.0306185146192479,0.0200032690494239,0.0991124271924363,0.0730886664836393,0.0292754281868533,0.0275933562052879,-0.362685187278292,-0.344702960689279,0.161382149574392,0.154549097639667,0.0767639526898549,0.24931849016233,0.105453397174414,0.145105490323589,0.391812776328774,0.27691420916269,0.171252660574244,0.135607821668469,0.0885996841142514,0.0614239267013694,0.011791999584297,0.0786555586188293,4.87314706918256e-05,0.100842154793833,0.142776547113542,0.148985089118298,0.195080131802208,0.618524665953101,0.198778576580518
0.158348508191591,0.140628857893784,0.192025295942336,0.130802776889707,1,0.442078176773012,0.646241152975375,0.551984155659037,0.504371322714731,0.42185909631243,0.433632393388498,0.471162516250682,0.111264858248893,0.149253532930602,0.315129924544525,0.278872900895293,0.279586418756323,0.200395124971021,0.233085119167573,0.318652408741035,0.328578389275286,-0.0243832693270602,0.0206695209479086,0.0206144390189899,0.00888422867305105,-0.0391863689469738,0.00805526368806253,-0.00227297120648947,0.00820058096744287,0.00952678974437522,0.0446763918513642,0.0884082102997476,0.0586600433976113,0.0644709146826237,0.0470705263119065,0.0635347831645332,0.0411982713928407,0.0208663731278958,0.0432748088501557,0.0283047839931166,0.334293293822628,0.133365719108216,0.24657530265792,0.181492831961401,0.25631265651341,0.159737202178389,0.0137355164467946,0.213766026181459,0.0808390319591033,0.123796927659348,0.121004692298921,0.11143457326889,0.0732713636930015,0.000619842625804813,0.0816754854090752,0.109459758578447,0.066691823358467,-0.0152899485673122,0.00264440277783046,0.194134628885898,0.0366969521165148,0.229888308385213,0.118274212771626,0.0556436782866762,0.204137677173382,0.175932696509234,0.0369047871757452,0.033283587624071,-0.0108934908260863,-0.00126396520998029,0.0733332371374927,0.152889023666027,0.0718836494378121,0.102668445176211,-0.0466903792067707,0.0996986126142753
0.140077997228509,0.214365199770101,0.227870148427573,0.258791468587689,0.442078176773012,1,0.542698258113124,0.37118141193637,0.422557588242169,0.353276665315976,0.358903747240122,0.400773458247561,0.177305509434528,0.173357091979977,0.368161765259662,0.331897791805351,0.275247886273869,0.214290848901205,0.30362195424724,0.408072432658545,0.38693275738265,-0.0137265831020866,0.0214441573878409,0.0420390543174184,0.0263213088782858,0.00448097255824157,0.0311108792308739,0.0539500208983138,0.0110218833288244,0.0168210561409821,0.0666781572485104,0.0734951354769045,0.0555358955946476,0.0611491276904621,0.0391651177310295,0.0488931154211521,0.0579739094615382,0.0647619766280074,0.063355813006033,0.00698416766655168,0.228581409031339,0.088152306342335,0.233514534401831,0.121138976197548,0.196484917491413,0.209589438343489,0.0321877111852813,0.19113472340213,0.0419051589252341,0.186952488869564,0.128823768036233,0.185518971990158,0.14919201891761,0.0764662426119438,0.159552605718939,0.203812878525825,0.152263122767083,0.16615620571009,0.130947080148859,0.275993382303236,0.220932269678075,0.256046675045794,0.152660287490892,0.223530281786692,0.220144029267149,0.165670956708305,0.0486307381636375,0.0474031877734133,-0.0164316685000685,-0.00886615130821622,0.0751259225408926,0.159587202339791,0.115420356234588,0.135287055012052,0.126840975604468,0.12289447915934
0.164133271119374,0.221004483445862,0.260513382305924,0.268779811757184,0.646241152975375,0.542698258113124,1,0.637131252028108,0.647041146333389,0.532307913041806,0.597277207321646,0.548061991040738,0.101334360163371,0.126631236813484,0.366536529924563,0.3276811335021,0.306326985447024,0.19165742578326,0.299696415342311,0.407903527638625,0.40505932318478,-0.00968852849375682,0.0445914960773713,0.0349736184374897,0.0345504227294962,-0.0145088977499724,0.0447082911376189,0.0111629011776935,0.0280679381582205,0.0127593093716799,0.0559337911201769,0.104658431243256,0.0451772050270965,0.0959575065213674,0.0610601825697614,0.0671515015689701,0.0439651378939212,0.0788981082215536,0.0528249163436801,0.0225054965536696,0.389385839371886,0.141762156112849,0.304596279055674,0.198131952111613,0.274671887719896,0.228901683389969,0.0730249368959286,0.221925962729055,0.117915322603215,0.136923107661814,0.156169680752596,0.199266415911671,0.124389515501597,0.193290493007988,0.178159020563821,0.183835481550793,0.231751581580044,0.176212258967916,0.10127557275493,0.280389851849023,0.224830182163914,0.278903448327976,0.312974976280202,0.246855300290742,0.357559791385674,0.15792423549114,0.0533348319692933,0.0395152565747179,0.00434827522321078,-0.0128684151915037,0.0967586197504852,0.136179643071445,0.0941652842516237,0.113651397552844,0.0440746615873433,0.0993477158303806
0.130476072122825,0.113000381163065,0.215971245496895,0.189753764510723,0.551984155659037,0.37118141193637,0.637131252028108,1,0.481391318518056,0.438168638976745,0.435142376286677,0.420441622828287,0.0477179436809046,0.0957271020626284,0.290851708429737,0.246160220562466,0.188993887420459,0.130461267539232,0.18382523056091,0.322796221634542,0.309196757640119,0.0283087603188135,0.0176391779812472,0.0714590089194215,0.0260098664454349,0.0157639844537331,0.032120307170214,0.0431158449398799,0.0277016370795989,0.0210375363880714,0.0367214743396785,0.111788192688688,0.0361913317332843,0.0749732296886846,0.0617540997235497,0.0631834007775646,0.0235959754107732,0.0485588872564993,0.0415927108479812,0.028525499616506,0.300611523342144,0.102188181155126,0.262125104766763,0.141017056496687,0.234917532434489,0.187918509880518,0.0472749250838009,0.196002413471362,0.0942447188730725,0.086079577474069,0.107481921378873,0.140524382263126,0.11351075439145,0.130278928480497,0.10661171469356,0.159485043141475,0.143262736290539,0.0530282020189292,0.0317245231495363,0.24108773422441,0.165799859777763,0.218879530187345,0.197471379292944,0.115392388955276,0.241460738876336,0.129884717143165,0.0403346617684498,0.0361295585592191,0.0150542749988846,-0.0555983087214856,0.0723609247404009,0.115383008904001,0.0670767542491733,0.0937638577590402,0.00574572784768115,0.0729211833719819
0.166116023645202,0.259319862810234,0.279114051652478,0.324300811303315,0.504371322714731,0.422557588242169,0.647041146333389,0.481391318518056,1,0.588303878064821,0.922628937548521,0.847662242902273,0.0778229155140822,0.0831872289895526,0.285686012802596,0.267756941013042,0.256973983094418,0.153782717232811,0.267277544530825,0.34978309178611,0.33820646920625,0.0395729119366243,0.0623585872357354,0.0364291352836486,0.0386203383582579,0.0260505722013826,0.0675468337833418,0.0576469340902328,0.0325424158065104,0.0428811978601823,0.0494395059108879,0.123242279569333,0.0743271550365258,0.0871825432466275,0.0839699879801253,0.0744892187405909,0.0613630196332438,0.0644752065906212,0.0735530684610142,0.0458203128932079,0.402057415442403,0.168756042615645,0.319891540828312,0.219366999060397,0.275644664819709,0.270409888311537,0.124459650018244,0.234312896010026,0.138410127796563,0.114564518319235,0.13159994315472,0.109965138488322,0.115885730172059,0.104554646011134,0.0351712373911667,0.128533060506432,0.151966334270044,0.15325399928199,0.120444172941418,0.167288450500882,0.251858739276455,0.269866820100703,0.275714339403473,0.25989919841995,0.233237481594476,0.134119553366256,0.0631196438251819,0.0430963035003605,1.62128179996027e-05,-0.0300412661716409,0.0901399336372998,0.112638444016442,0.0726130973349983,0.0966135886093019,0.028577332393768,0.089841763261549
0.193237639715726,0.294032336387133,0.282363042616881,0.364889562412756,0.42185909631243,0.353276665315976,0.532307913041806,0.438168638976745,0.588303878064821,1,0.483381621306564,0.580397242762849,0.13363995466233,0.140569867010081,0.402070166108997,0.35016577893959,0.386706498013522,0.315343892050358,0.366823760127805,0.378140398129823,0.371306097821958,0.0398158953548219,0.0228762689052533,0.0715193901988238,0.0224629469696986,0.0474545663219181,0.0193449918389436,0.0456364495232043,0.0245630933156969,0.0796207107478984,0.0179070271938424,0.132951629985941,0.0887563805560637,0.0865858612183699,0.0748583003504541,0.10622289467165,0.0441779310986819,0.0541117547288899,0.0608600063506225,0.0317183951200666,0.49395265144061,0.214628058583995,0.382653259042599,0.27783747762981,0.376432253689019,0.322304201886163,0.177367344955253,0.321717024536131,0.164208864798721,0.139245448771027,0.134325315309016,0.112696578248937,0.0828432579255085,0.0230250765145357,0.0492791909205213,0.182051820582419,0.0410019438315095,-0.0097552516341423,0.0334169005626981,0.155794635493929,0.150115495319806,0.33157529983399,0.155523795807168,0.202784918062076,0.171666257922074,0.132961857510488,0.0598416870181364,0.0441016957065667,-0.0175066510375831,-0.0397819901092722,0.0992631440924186,0.123315605367878,0.0938007360994817,0.0969977321100328,0.0427515941211592,0.15228956450869
