"famhx_ss_fath_prob_alc_p","famhx_ss_fath_prob_dg_p","asr_scr_anxdisord_r","asr_scr_somaticpr_r","asr_scr_depress_r","asr_scr_avoidant_r","asr_scr_adhd_r","asr_scr_antisocial_r","demo_prnt_ed_v2","demo_comb_income_v2","crpbi_parent1_y","crpbi_caregiver12_y","crpbi_parent2_y","crpbi_caregiver13_y","crpbi_parent3_y","crpbi_caregiver14_y","crpbi_parent4_y","crpbi_caregiver15_y","crpbi_parent5_y","crpbi_caregiver16_y","fes_youth_q1","fes_youth_q2","fes_youth_q3","fes_youth_q4","fes_youth_q5","fes_youth_q6","fes_youth_q7","fes_youth_q8","fes_youth_q9","fam_enviro1_p","fam_enviro2r_p","fam_enviro3_p","fam_enviro4r_p","fam_enviro5_p","fam_enviro6_p","fam_enviro7r_p","fam_enviro8_p","fam_enviro9r_p","ksads_ptsd_raw_754_p","ksads_ptsd_raw_755_p","ksads_ptsd_raw_756_p","ksads_ptsd_raw_757_p","ksads_ptsd_raw_766_p","ksads_ptsd_raw_770_p","parent_monitor_q1_y","parent_monitor_q2_y","parent_monitor_q3_y","parent_monitor_q4_y","parent_monitor_q5_y","nsc_p_ss_mean_3_items","neighborhood_crime_y","reshist_addr1_adi_wsum","demo_prim_biosep","demo_parent_sep","ksads_ptsd_raw_758_759_760","ksads_ptsd_raw_761_to_765","ksads_ptsd_raw_767_768_769","demo_fam_exp1_5_v2","demo_fam_exp6_7_v2","famhx_ss_moth_prob_alc_dg"
1,0.678196052702092,0.158348508191591,0.140077997228509,0.164133271119374,0.130476072122825,0.166116023645202,0.193237639715726,0.203424818499768,0.173037534334326,0.00756175293946041,0.0234926414618038,-0.00853665132187875,0.0047800808016987,-0.0170488060980224,-0.0121797062086228,0.0115325033775958,0.0375417846388908,0.00171309824434064,0.0500655815247248,0.0517850739531368,0.0716978386005092,-0.0395601650043959,-0.0203303687974259,0.0386588086217502,-0.0447718545062565,-0.0126274274993705,0.0359357103373449,-0.0147210029269372,0.190557955006166,0.0443424066508841,0.146142500647977,0.0862642908473492,0.0959779578723515,0.0664391534785585,0.0364107226581926,0.112666181150854,0.0302411153070578,0.14949434601065,0.114116946812738,0.0608683997602432,0.0414990524073423,0.372857331506784,0.126150477794829,0.0322829710441284,0.00130051972306892,-0.0451005892967814,0.00682437201100052,0.108714404322891,0.103679841221386,0.104322709840359,0.130510474353472,0.23703219489904,0.313583452747992,0.094447695914482,0.226985779625116,0.119702228710203,0.228140255470305,0.190856377733689,0.509449593923165
0.678196052702092,1,0.192025295942336,0.227870148427573,0.260513382305924,0.215971245496895,0.279114051652478,0.282363042616881,0.299637425304961,0.292564847692804,0.0637402431307615,0.0634754854989814,0.0599192628468339,0.023456398534614,0.00840405547176413,0.0225442210481547,0.0767763862208325,0.0659967664659067,0.032795504646312,0.0394736183674922,0.101331742881263,0.0954778694428462,0.0786943020256115,0.0286165897102296,0.0880554354148822,-0.0233673522797623,-0.00598468743886988,0.0659960947464948,0.0111886133972617,0.206239004625698,0.0833311382394378,0.232456023051341,0.0958603627885112,0.117518498668191,0.132229274260653,0.0556540689941782,0.0896295367481743,0.0330248832913386,0.15511565276527,0.144984198270688,0.125329518196022,0.142379163037418,0.473923450122601,0.193907204593554,0.0110973687377347,0.00830576160280262,-0.00646772879113513,-0.00491915797198647,0.130393732364224,0.172158150286291,0.149084312684686,0.202828566348481,0.44624951682962,0.356237351638567,0.175018718279197,0.21286732706669,0.154437336817826,0.318064736603216,0.281522240447691,0.609555989524586
0.158348508191591,0.192025295942336,1,0.442078176773012,0.646241152975375,0.551984155659037,0.504371322714731,0.42185909631243,0.111264858248893,0.149253532930602,-0.0243832693270602,0.0206695209479086,0.0206144390189899,0.00888422867305105,-0.0391863689469738,0.00805526368806253,-0.00227297120648947,0.00820058096744287,0.00952678974437522,0.0446763918513642,0.0884082102997476,0.0586600433976113,0.0644709146826237,0.0470705263119065,0.0635347831645332,0.0411982713928407,0.0208663731278958,0.0432748088501557,0.0283047839931166,0.334293293822628,0.133365719108216,0.24657530265792,0.181492831961401,0.25631265651341,0.159737202178389,0.0137355164467946,0.213766026181459,0.0808390319591033,0.123796927659348,0.121004692298921,0.11143457326889,0.0732713636930015,0.229888308385213,0.175932696509234,0.0369047871757452,0.033283587624071,-0.0108934908260863,-0.00126396520998029,0.0733332371374927,0.152889023666027,0.0718836494378121,0.102668445176211,-0.0466903792067707,0.0996986126142753,0.0898366938934254,0.0996637182268726,0.181712413264681,0.2916002267241,0.331008637423513,0.141041695118699
0.140077997228509,0.227870148427573,0.442078176773012,1,0.542698258113124,0.37118141193637,0.422557588242169,0.353276665315976,0.177305509434528,0.173357091979977,-0.0137265831020866,0.0214441573878409,0.0420390543174184,0.0263213088782858,0.00448097255824157,0.0311108792308739,0.0539500208983138,0.0110218833288244,0.0168210561409821,0.0666781572485104,0.0734951354769045,0.0555358955946476,0.0611491276904621,0.0391651177310295,0.0488931154211521,0.0579739094615382,0.0647619766280074,0.063355813006033,0.00698416766655168,0.228581409031339,0.088152306342335,0.233514534401831,0.121138976197548,0.196484917491413,0.209589438343489,0.0321877111852813,0.19113472340213,0.0419051589252341,0.186952488869564,0.128823768036233,0.185518971990158,0.14919201891761,0.256046675045794,0.165670956708305,0.0486307381636375,0.0474031877734133,-0.0164316685000685,-0.00886615130821622,0.0751259225408926,0.159587202339791,0.115420356234588,0.135287055012052,0.126840975604468,0.12289447915934,0.185294930817538,0.217683343119355,0.23736287408693,0.314051813553119,0.402186267721113,0.245012219635691
0.164133271119374,0.260513382305924,0.646241152975375,0.542698258113124,1,0.637131252028108,0.647041146333389,0.532307913041806,0.101334360163371,0.126631236813484,-0.00968852849375682,0.0445914960773713,0.0349736184374897,0.0345504227294962,-0.0145088977499724,0.0447082911376189,0.0111629011776935,0.0280679381582205,0.0127593093716799,0.0559337911201769,0.104658431243256,0.0451772050270965,0.0959575065213674,0.0610601825697614,0.0671515015689701,0.0439651378939212,0.0788981082215536,0.0528249163436801,0.0225054965536696,0.389385839371886,0.141762156112849,0.304596279055674,0.198131952111613,0.274671887719896,0.228901683389969,0.0730249368959286,0.221925962729055,0.117915322603215,0.136923107661814,0.156169680752596,0.199266415911671,0.124389515501597,0.278903448327976,0.15792423549114,0.0533348319692933,0.0395152565747179,0.00434827522321078,-0.0128684151915037,0.0967586197504852,0.136179643071445,0.0941652842516237,0.113651397552844,0.0440746615873433,0.0993477158303806,0.190826351173597,0.215348449637794,0.353833909139258,0.337123304540399,0.413747664152181,0.253597724334339
0.130476072122825,0.215971245496895,0.551984155659037,0.37118141193637,0.637131252028108,1,0.481391318518056,0.438168638976745,0.0477179436809046,0.0957271020626284,0.0283087603188135,0.0176391779812472,0.0714590089194215,0.0260098664454349,0.0157639844537331,0.032120307170214,0.0431158449398799,0.0277016370795989,0.0210375363880714,0.0367214743396785,0.111788192688688,0.0361913317332843,0.0749732296886846,0.0617540997235497,0.0631834007775646,0.0235959754107732,0.0485588872564993,0.0415927108479812,0.028525499616506,0.300611523342144,0.102188181155126,0.262125104766763,0.141017056496687,0.234917532434489,0.187918509880518,0.0472749250838009,0.196002413471362,0.0942447188730725,0.086079577474069,0.107481921378873,0.140524382263126,0.11351075439145,0.218879530187345,0.129884717143165,0.0403346617684498,0.0361295585592191,0.0150542749988846,-0.0555983087214856,0.0723609247404009,0.115383008904001,0.0670767542491733,0.0937638577590402,0.00574572784768115,0.0729211833719819,0.158784821131527,0.149184775340331,0.228928033015215,0.227193208458967,0.320142722372022,0.156106147103991
0.166116023645202,0.279114051652478,0.504371322714731,0.422557588242169,0.647041146333389,0.481391318518056,1,0.588303878064821,0.0778229155140822,0.0831872289895526,0.0395729119366243,0.0623585872357354,0.0364291352836486,0.0386203383582579,0.0260505722013826,0.0675468337833418,0.0576469340902328,0.0325424158065104,0.0428811978601823,0.0494395059108879,0.123242279569333,0.0743271550365258,0.0871825432466275,0.0839699879801253,0.0744892187405909,0.0613630196332438,0.0644752065906212,0.0735530684610142,0.0458203128932079,0.402057415442403,0.168756042615645,0.319891540828312,0.219366999060397,0.275644664819709,0.270409888311537,0.124459650018244,0.234312896010026,0.138410127796563,0.114564518319235,0.13159994315472,0.109965138488322,0.115885730172059,0.269866820100703,0.134119553366256,0.0631196438251819,0.0430963035003605,1.62128179996027e-05,-0.0300412661716409,0.0901399336372998,0.112638444016442,0.0726130973349983,0.0966135886093019,0.028577332393768,0.089841763261549,0.110367818122597,0.179099294362384,0.275141825941189,0.279110451986411,0.348934234805143,0.302072578861848
0.193237639715726,0.282363042616881,0.42185909631243,0.353276665315976,0.532307913041806,0.438168638976745,0.588303878064821,1,0.13363995466233,0.140569867010081,0.0398158953548219,0.0228762689052533,0.0715193901988238,0.0224629469696986,0.0474545663219181,0.0193449918389436,0.0456364495232043,0.0245630933156969,0.0796207107478984,0.0179070271938424,0.132951629985941,0.0887563805560637,0.0865858612183699,0.0748583003504541,0.10622289467165,0.0441779310986819,0.0541117547288899,0.0608600063506225,0.0317183951200666,0.49395265144061,0.214628058583995,0.382653259042599,0.27783747762981,0.376432253689019,0.322304201886163,0.177367344955253,0.321717024536131,0.164208864798721,0.139245448771027,0.134325315309016,0.112696578248937,0.0828432579255085,0.33157529983399,0.132961857510488,0.0598416870181364,0.0441016957065667,-0.0175066510375831,-0.0397819901092722,0.0992631440924186,0.123315605367878,0.0938007360994817,0.0969977321100328,0.0427515941211592,0.15228956450869,0.156357773310561,0.116010260696378,0.220856395363115,0.396158632228643,0.380866037351394,0.34108190475733
0.203424818499768,0.299637425304961,0.111264858248893,0.177305509434528,0.101334360163371,0.0477179436809046,0.0778229155140822,0.13363995466233,1,0.71831635144262,0.0034653188396757,0.0204055592514426,0.117241677760708,0.0775015374382592,0.0191724322174219,0.0361111819928836,0.041442194977073,0.0543777193393356,0.0510956490818935,0.0142266511176864,0.119735671403879,0.118904058004815,0.154618330910025,0.0543717644422769,0.0973266975738184,0.0534394580103423,0.105093175818838,0.101783403839883,0.0110497280777265,-0.00160239883570879,0.0409142676664353,0.0549942955329432,0.0452825295999191,0.100528423538015,0.131484381259701,0.0159580459156524,0.167800447640745,-0.187715234034777,0.131742114827639,-0.0633070645126523,0.125321412939126,0.00816179902319489,0.246354295532215,0.144549480545764,0.077693060262926,0.152722986037897,0.0546601728994156,0.054978757966475,0.175214559784464,0.301382716820196,0.232763946490111,0.375670971949335,0.126962709722867,0.463331958126937,0.230878653930833,0.147886932351757,0.0452643399670725,0.483146822389651,0.355249773343228,0.248190277916946
0.173037534334326,0.292564847692804,0.149253532930602,0.173357091979977,0.126631236813484,0.0957271020626284,0.0831872289895526,0.140569867010081,0.71831635144262,1,0.00999888604511679,0.000353147202703115,0.125585668006914,0.0573811923511337,0.0264125253971483,0.0193083244152098,0.0551756793191141,0.053056114787143,0.0533042199643459,0.00600077669498376,0.127129004301768,0.118119775012447,0.182558374870305,0.0451484350975039,0.110377045007682,0.0798421760309724,0.149148741178813,0.0951081731958109,0.0322788962232458,0.0402112668057781,0.0852490488761097,0.105258680466694,0.0724781683178013,0.104810289784555,0.173610435003414,0.0415140378199046,0.204023652825061,-0.207399534877211,0.142159289309565,-0.0180556222052343,0.10656683156537,0.0157129361972508,0.265565916729584,0.126116779850735,0.113579014094541,0.172784395703266,0.101568172473493,0.0324916703288058,0.158978567477381,0.339324478401449,0.272571239267609,0.41825492944428,0.162757788399322,0.692938455116813,0.330742025180063,0.16976754284113,0.104661916221947,0.636244582157657,0.44224139928591,0.209593593840066
